text,label
"['thinks', 'new', 'moon', 'needs', 'come', 'already']",1
"['sarahstanley', 'great', 'enjoying', 'spring', 'break', 'week', 'kiddos', 'also', 'trying', 'get', 'work', 'done', 'whats', 'next', 'race', 'agenda']",1
"['notoriousangel', 'got', 'there']",1
"['fooling', 'around', 'quot', 'cold', 'rolled', 'today', 'yay']",1
"['dhughesy', 'tell', 'rove', 'pimp', 'shows', 'twitter', 'hard', 'come', 'chars']",1
"['heidimontag', 'loved', 'it', 'cant', 'wait', 'next', 'week']",1
"['good', 'morning', 'wow', 'temperatures', 'dropped', 'degrees', 'one', 'day', 'south', 'florida', 'yesterday', 'least', 'sunny']",1
"['good', 'morning', 'twhirl', 'acting', 'wonky', 'getting', 'replies', 'dms', 'right', 'away', 'anywho', 'posting', 'new', 'finds', 'b', 'client', 'meeting', 'am']",1
"['morning', 'twitterers', 'wish', 'everyone', 'peaceful', 'productive', 'day', 'enjoy']",1
"['paulamackay', 'welcome']",1
"['quotyesterday', 'hurricane', 'blew', 'away', 'long', 'red', 'capequot', 'priscilla', 'ahn', 'freaking', 'amazing']",1
"['arjbarker', 'saw', 'adelaide', 'hell', 'good', 'ps', 'know', 'nothing', 'said']",1
"['wow', 'managed', 'spend', 'min', 'working', 'notworkrelated', 'stuff', 'ill', 'leaving', 'office', 'min', 'anyway', 'least', 'hope', 'so']",1
"['dads', 'gone', 'back', 'work', 'ill', 'go', 'room', 'more', 'im', 'budging', 'playing', 'bouncing', 'balls']",1
"['ended', 'watching', 'dsquared', 'fashion', 'shows', 'wahehe']",1
"['mariahhbf', 'much', 'luv', 'c', 'girl', 'charming', 'carey', 'cannon', 'girl', 'luv', 'u', 'hows', 'husband', 'c', 'charming', 'chairman', 'cannon', 'carey']",1
"['incredibly', 'excited', 'shell', 'puppeteering', 'doug', 'horley', 'celebrate']",1
"['msjmb', 'mean', 'comic', 'sucks', 'means', 'dad', 'best', 'friend', 'fan']",1
"['tittch', 'severe', 'passport', 'shot']",1
"['cchastain', 'thanks', 'cindy', 'called', 'see', 'it', 'thanks', 'asking', 'great', 'question', 'inspired', 'martinpolley', 'fredbeecher', 'sgmitch']",1
"['pretty', 'colors', 'springtime', 'flowers', 'cant', 'help', 'feel', 'happy', 'quotmahi', 'malaquot', 'httpwwwetsycomviewlistingphplistingid']",1
"['matthewmacd', 'im', 'gonna', 'say', 'thats', 'im', 'sayin', 'great', 'day', 'buddy']",1
"['morning', 'famhope', 'blessed', 'productive', 'day']",1
"['moonshayde', 'yow', 'mines', 'ny', 'look', 'anyhow']",1
"['petitediable', 'get', 'bahm', 'chick', 'wa', 'wa']",1
"['excellent', 'ya', 'im', 'surrounded', 'lots', 'loveble', 'people', 'simply', 'likeable']",1
"['jamieoliver', 'hell', 'deserve', 'them', 'cute', 'best', 'chef', 'ever', 'else', 'wish']",1
"['loveeco', 'lovely', 'contender', 'matt', 'amp', 'nat', 'handbags', 'perhaps', 'although', 'vegan', 'try', 'put', 'week']",1
"['truejedi', 'yeah', 'guess', 'world', 'needs', 'scapegoat']",1
"['iconic', 'welcome']",1
"['nk', 'symfonians', 'apps', 'symfony', 'plugins', 'listed']",1
"['found', 'morning', 'computer', 'rangers', 'microsoft', 'gold', 'certified', 'partnernot', 'many', 'small', 'computer', 'shops', 'say', 'that']",1
"['ilovefalloutboy', 'haha', 'thought', 'hahaha']",1
"['heychinaski', 'read', 'again', 'good', 'times']",1
"['good', 'morning', 'good', 'people', 'tweeterville', 'hope', 'great', 'nights', 'sleep']",1
"['alright', 'fellow', 'tweeters', 'gonna', 'call', 'night', 'want', 'say', 'appreciate', 'grateful', 'yall', 'night']",1
"['watched', 'beatles', 'love', 'cirque', 'du', 'soleil', 'last', 'night', 'amaziiiing', 'pure', 'awesome']",1
"['check', 'video', 'brad', 'paisley', 'httpwwwyoutubecomwatchvataznutugeez', 'love', 'voice']",1
"['facebook', 'page', 'full', 'posts', 'updates', 'images', 'old', 'company', 'homeindiacom', 'feel', 'nostalgic']",1
"['thats', 'facial', 'hair', 'laura', 'childs', 'httptwitpiccomybq']",1
"['simultech', 'yeah', 'weird', 'offline', 'long', 'assume', 'world', 'continues', 'fine', 'without']",1
"['stephendancer', 'yes', 'need', 'work', 'groups', 'name', 'coop', 'office', 'maxims', 'httptinyurlcomdlgb']",1
"['good', 'morning', 'currently', 'degrees', 'outside', 'bundle', 'up', 'whered', 'put', 'coats', 'anyways']",1
"['yoshihirohatano', 'im', 'dinner', 'hon', 'talk', 'u', 'later', 'ok']",1
"['frazj', 'even', 'know', 'saturdays', 'could', 'sing', 'loved', 'cover', 'nope', 'heard', 'franz', 'ferdinand', 'live', 'lounge', 'linkage', 'please']",1
"['dougiemcfly', 'hello', 'man', 'loving', 'pic', 'expensive', 'lizard', 'im', 'getting', 'goldfish', 'named', 'you', 'hopefully', 'live']",1
"['amysweezey', 'hope', 'feel', 'better', 'soon', 'let', 'early', 'starts', 'get']",1
"['kyelko', 'aww', 'hours', 'left', 'go', 'xx']",1
"['leave', 'house', 'new', 'york', 'missing', 'anything']",1
"['katestm', 'sweetie']",1
"['pressing', 'study', 'speaking', 'engagements', 'week', 'the', 'first', 'tonight', 'quotjoyquot', 'tonight', 'so', 'smile']",1
"['revisited', 'love', 'zombies', 'song', 'way', 'feel', 'inside']",1
"['lovin', 'block', 'function', 'sight', 'mind']",1
"['actually', 'love', 'stuff', 'bought', 'hurley', 'day', 'spent', 'far', 'much', 'totally', 'worth']",1
"['think', 'itï', '½s', 'funny', 'spam', 'twitters', 'follow', 'post', 'stressful', 'tweets', 'taking', 'advantage', 'vulnerability']",1
"['realized', 'something', 'shell', 'tell', 'chulater', 'ltlt', 'unless', 'forgets']",1
"['quotthings', 'turn', 'best', 'people', 'make', 'best', 'way', 'things', 'turn', 'outquot', 'art', 'linkletter']",1
"['todays', 'odd', 'spot', 'babies', 'strongest', 'sense', 'smell', 'recognise', 'mothers', 'scent', 'nah', 'think', 'feel', 'love']",1
"['doubleagentgirl', 'aww', 'ok', 'get', 'days', 'weekend', 'next', 'week', 'ya']",1
"['ah', 'sold', 'yet', 'another', 'mssurface', 'machine', 'were', 'making', 'money', 'that', 'also', 'sold', 'project', 'software']",1
"['turvys', 'yes', 'ive', 'experienced', 'one']",1
"['visited', 'conclave', 'today', 'really', 'like', 'place', 'always', 'quite', 'however', 'today', 'catching', 'do']",1
"['alanarules', 'cocaine', 'hell', 'drug']",1
"['chicken', 'roll', 'menu', 'luch', 'today', 'know', 'healthy', 'time', 'time', 'bad']",1
"['supposed', 'writing', 'drama', 'coursework', 'failing', 'miserably', 'blames', 'lydia', 'in', 'nice', 'way']",1
"['got', 'back', 'orthodontist', 'morrisons', 'buy', 'twilight', 'woop']",1
"['carlichick', 'know']",1
"['randyavery', 'get', 'back', 'balance', 'beam', 'called', 'life', 'im', 'gonna', 'kick', 'head', 'toss', 'pommel', 'horse']",1
"['berly', 'yes', 'followfriday', 'great', 'little', 'invention', 'whose', 'invention', 'exactly', 'was', 'idea', 'pure', 'genius']",1
"['news', 'ez', 'link', 'card', 'found', 'returned', 'days', 'praise', 'god']",1
"['record', 'twitter', 'updates', 'phone', 'randomly', 'weeks', 'ago', 'sorry']",1
"['oh', 'yes', 'hello', 'new', 'followers', 'nice', 'tweet']",1
"['homework', 'today', 'httpplurkcompnm']",1
"['skyblueseva', 'yup', 'im', 'vegan', 'extra', 'garlic', 'butter', 'well', 'fake', 'butter', 'it']",1
"['elliesarah', 'japan', 'cotton', 'robes', 'wore', 'showered', 'comfortable', 'warm']",1
"['hop', 'bedddd', 'turn', 'swag', 'ooonnnn', 'lol', 'morning', 'loves']",1
"['messing', 'ryan', 'sending', 'txts', 'vzwcom', 'from', 'god', 'always', 'fun']",1
"['moment', 'sunhooray', 'sun', 'see', 'years']",1
"['xsethsownstarx', 'gtgtalso', 'strange', 'bit', 'uneasy', 'flypaper', 'freaks', 'know']",1
"['lfta', 'lol', 'mean', 'whole', 'world', 'would', 'crash', 'u', 'pulled', 'quotcrying', 'gamequot', 'hehehe', 'whats', 'ur', 'fav', 'movie']",1
"['dumbrat', 'know', 'entertains', 'more', 'colin', 'firth', 'singing']",1
"['going', 'back', 'bed', 'hours']",1
"['bradiewebbstack', 'whats', 'ur', 'favourite', 'flavour', 'jelly', 'bean', 'black', 'ones', 'rule', 'no', 'else', 'likes', 'themwhich', 'good']",1
"['djkidav', 'made', 'coffee', 'get', 'love', 'lt']",1
"['kricor', 'translation', 'please']",1
"['dangling', 'lucky', 'charms']",1
"['brooke', 'white', 'research', 'searching', 'pictures', 'articles']",1
"['serendipify', 'fb', 'friends', 'too', 'click', 'magic', 'button', 'instantly', 'hide', 'feed']",1
"['gonna', 'bring', 'reeally', 'old', 'broken', 'phone', 'school', 'say', 'mine']",1
"['apocolypseox', 'lol', 'idea', 'now', 'remember', 'twittered', 'something', 'amp', 'wanted', 'go']",1
"['got', 'scottish', 'cup', 'semifinal', 'tickets', 'today', 'cmon', 'bairns']",1
"['tommcfly', 'music', 'playing', 'tv', 'radio', 'australia', 'now', 'took', 'alot', 'requesting']",1
"['ahhh', 'way', 'start', 'morning', 'parked', 'car', 'ran', 'like', 'crazy', 'train', 'platform', 'seconds', 'flat', 'whew', 'made', 'it']",1
"['legallove', 'yay', 'bring', 'dancing', 'shoes', 'gone', 'hardcore', 'dancefloor', 'hear', 'xxx']",1
"['jbkorver', 'seriously', 'seem', 'knitting', 'type', 'thing']",1
"['watched', 'show', 'mtv', 'dudes', 'competing', 'brodie', 'jenners', 'friend', 'looks', 'like', 'early', 'hasstlehoff']",1
"['tired', 'bed', 'nice', 'toasty', 'thanks', 'new', 'heater']",1
"['live', 'psychic', 'radio', 'free', 'amp', 'confidential', 'readings', 'start', 'pm', 'eastpm', 'west', 'cheryl', 'anne', 'tonight', 'call']",1
"['brrrrrrrr', 'good', 'morning', 'everyone', 'mountains', 'good', 'snow', 'pics', 'email', 'amywoodtvgmailcom']",1
"['mottledcobweb', 'hath', 'joined', 'love', 'complete']",1
"['loopsnhoops', 'haha', 'actually', 'running', 'errands', 'around', 'orchard', 'random', 'snapping']",1
"['lost', 'another', 'pounds', 'last', 'week', 'go']",1
"['rrryah', 'blame', 'holly', 'little', 'sockdevil']",1
"['httpwwwinimacopiilorrocampaniecampaniephp', 'pt', 'copii']",1
"['tatianacampos', 'well', 'done', 'becoming', 'true', 'introvert']",1
"['everyone', 'add', 'wwwmyspacecomsarahholburnmusic']",1
"['taylordeupree', 'nevermind']",1
"['samsms', 'sounds', 'like', 'nice', 'life', 'live', 'im', 'people', 'watcher', 'too', 'thats', 'love', 'twitter', 'watch', 'kinds', 'people']",1
"['dragging', 'work', 'glad', 'short', 'work', 'week']",1
"['cause', 'know', 'place', 'sun', 'always', 'shinning', 'forget', 'face', 'one', 'whos', 'gonna', 'keep', 'smiling']",1
"['jasonbradbury', 'bad', 'luck', 'blame', 'geeks']",1
"['raincoaster', 'blimey', 'thats', 'quite', 'honor', 'slightly', 'odd', 'honor', 'nonetheless']",1
"['aliiza', 'hey', 'whats', 'up', 'im', 'grand', 'central', 'ny', 'omg', 'cant', 'believe', 'yet', 'p', 'yay', 'xoxo']",1
"['lexusbaby', 'starbucks', 'one', 'time', 'good']",1
"['sick', 'tired', 'sick', 'tired']",1
"['nextwaveray', 'thx', 'think', 'stunned', 'fact', 'wove', 'sewing', 'thread', 'rather', 'knitting', 'yarn']",1
"['warrenellis', 'realize', 'decaf', 'might', 'change', 'sour', 'disposition', 'mornings']",1
"['omgraptor', 'thank', 'you', 'store', 'called', 'vowinckel', 'httpwwwvowinckeldewirueberunsfrankfurthtm', 'right', 'near', 'zeil']",1
"['finally', 'finished', 'homeworkoff', 'bed']",1
"['jenjenjenn', 'end', 'day', 'seen', 'atl', 'four', 'times', 'hahaha', 'lolmylife', 'get', 'meet', 'little', 'brother']",1
"['cant', 'wait', 'go', 'see', 'miley', 'tomorrow', 'nyc']",1
"['isadonato', 'hahaha', 'like', 'it', 'huh']",1
"['shafunnyxl', 'rooooooly', 'hug', 'whassup', 'bro']",1
"['halina', 'hey', 'sent', 'pics', 'podcart', 'email', 'hope', 'get', 'alright']",1
"['think', 'time', 'morning', 'cup', 'coffee', 'start', 'day', 'right', 'extra', 'strong', 'two', 'lumps', 'please']",1
"['kateherself', 'bout', 'time']",1
"['antiquebasket', 'totzhatz', 'firebirdhouse', 'good', 'morning']",1
"['befuddle', 'ull', 'get', 'used', 'u', 'even', 'think', 'smallive', 'got', 'inch', 'cant', 'stop', 'thinking', 'buy', 'bigger', 'one']",1
"['guykawasaki', 'hehe', 'know', 'find', 'double', 'tweets', 'accounts', 'rare']",1
"['am', 'offically', 'older', 'happy', 'bday']",1
"['mrhankmantherd', 'httptwitpiccomybq', 'appear', 'facial', 'hair', 'naked', 'loser', 'xx']",1
"['yehudaberg', 're', 'reactivity', 'b', 'struggle', 'sometimes', 'bite', 'tongue', 'especial', 'cheeki', 'nature', 'lot', 'inner', 'resistance', 'try']",1
"['morning', 'great', 'day', 'meet', 'new', 'manager', 'sweet', 'nice', 'old', 'jerk', 'manager', 'gone', 'forever']",1
"['textulip', 'thank', 'much', 'angel', 'im', 'probably', 'harsh', 'cuz', 'im', 'always', 'trying', 'superwoman', 'hehe', 'love', 'yatoo']",1
"['woke', 'really', 'good', 'mood']",1
"['rshreeves', 'ha', 'thanks', 'facts', 'help', 'win', 'million', 'ever', 'get', 'shot', 'jeopardy']",1
"['got', 'hours', 'sleep', 'busy', 'day', 'today']",1
"['gonna', 'make', 'dress', 'day']",1
"['theroch', 'suck', 'eff', 'off']",1
"['going', 'bob', 'dylan', 'concert', 'tonight']",1
"['ill', 'take', 'see', 'ducks', 'later']",1
"['scrape', 'much', 'today', 'really', 'really', 'want', 'write', 'right', 'now', 'dancing', 'scene', 'written', 'head']",1
"['cleosamuel', 'haha', 'well', 'mine', 'arrived', 'today', 'seeing', 'soon', 'need', 'book', 'advance', 'try', 'get', 'cheap', 'tickets', 'council', 'work']",1
"['mimimohamed', 'mr', 'lee', 'important', 'things', 'update', 'twitter', 'spike', 'night', 'sounds', 'good']",1
"['think', 'enough', 'today', 'masyado', 'ng', 'masakit', 'ulo', 'ko', 'sa', 'kakalikot', 'ng', 'wp', 'na', 'ito', 'tsk', 'rest', 'muna']",1
"['outsidealone', 'video']",1
"['afternoon', 'tweeps']",1
"['toothology', 'oh', 'crap', 'im', 'sure', 'dare', 'charge', 'customer', 'care', 'india', 'though']",1
"['wejustgotback', 'im', 'clifton', 'park', 'im', 'also', 'cutestkidever']",1
"['think', 'give', 'trying', 'quotgetquot', 'social', 'media', 'instead', 'get', 'job', 'oh', 'well', 'httpffimycay']",1
"['malaysianlife', 'thx', 'link', 'scare', 'make', 'want', 'tongue', 'piercing']",1
"['work', 'dinner', 'food', 'canteen', 'appealing', 'today', 'stupid', 'diet']",1
"['im', 'thinking', 'tomorrow', 'harder', 'today', 'tomorrow', 'sure', 'ill', 'counting', 'hours', 'til', 'work', 'day', 'over']",1
"['willcarling', 'yes', 'but', 'without', 'cheese']",1
"['dinner', 'celery', 'tons', 'hot', 'sauce', 'chili', 'powder', 'cayenne', 'pepper', 'paprika', 'apple']",1
"['creattica', 'sent', 'link', 'sorry']",1
"['enjoying', 'wonderful', 'weather', 'ï', '½c', 'learning', 'final', 'step']",1
"['bpositive', 'thanks', 'look', 'that', 'anton', 'walked', 'worried', 'turns', 'doesnt', 'need', 'thing', 'today']",1
"['tsarnick', 'hahahaha', 'one', 'peace', 'sign', 'shirt', 'twin']",1
"['danlesserinc', 'welcome']",1
"['martinpacker', 'it', 'done', 'it', 'tomorrow']",1
"['watching', 'england', 'film', 'studies', 'ignore', 'violence', 'brilliance', 'british', 'independent', 'film', 's', 'fashion']",1
"['fearnecotton', 'fearne', 'good', 'see', 'here', 'ive', 'following', 'work', 'since', 'ages']",1
"['joemcintyre', 'hi', 'joe', 'see', 'come', 'join', 'craziness']",1
"['domesticsluts', 'er', 'think', 'me', 'ans', 'kevin', 'mccloud', 'email', 'anniehallhotmailcom', 'thank', 'you', 'keeping', 'everything', 'crossed']",1
"['jalopnik', 'done', 'first', 'digg']",1
"['pinkpeonies', 'yeah', 'nasturiums', 'helps', 'caution', 'like', 'transplanting', 'careful', 'do']",1
"['lexia', 'ill', 'sneak', 'room', 'thursday', 'hes', 'breakfast']",1
"['wendywings', 'forgot', 'put', 'clock', 'back', 'twitter', 'says', 'midnight', 'message', 'wasan', 'hour', 'midnight']",1
"['lol', 'im']",1
"['short', 'stack', 'tv', 'marathon']",1
"['good', 'people', 'follow', 'ideas', 'anyone']",1
"['raznkn', 'tax', 'money', 'well', 'spent', 'damn', 'reminds', 'mei', 'need', 'stop', 'procrastinating', 'mine', 's']",1
"['regyates', 'yay', 'rock']",1
"['planettreasures', 'thank', 'love', 'clear', 'pools', 'necklace']",1
"['changed', 'font', 'p', 'p', 'gt', 'pages', 'yea', 'quantity', 'now', 'days', 'left', 'care', 'quality']",1
"['tampawinewoman', 'thanks', 'much', 'oh', 'store', 'label', 'malbec', 'pretty', 'good', 'say']",1
"['tferriss', 'please', 'record', 'amp', 'post', 'audio', 'quotshriek', 'like', 'little', 'girlquot', 'could', 'make', 'fun', 'ringtone']",1
['procrastinating'],1
"['lauraechilds', 'love', 'im', 'naked', 'went', 'shower', 'ha', 'love', 'losers', 'cos', 'keep', 'talking']",1
"['saulyoung', 'lol', 'makes', 'happy', 'college', 'bro', 'introduced', 'me', 'one', 'many', 'things', 'education', 'taught', 'him']",1
"['jonathanab', 'like', 'think', 'like', 'mass', 'dump', 'yes', 'think', 'unfollow', 'technical', 'term']",1
"['waugaman', 'thank', 'you']",1
"['know', 'short', 'stack']",1
"['okaayy', 'newbie', 'kinda', 'like', 'twitter', 'now', 'yeah', 'heard', 'it', 'gotta', 'go', 'now', 'so', 'ill', 'see', 'u', 'guys', 'tom', 'then', 'nyt', 'im', 'out', 'h']",1
"['right', 'people', 'everyone', 'follow', 'artytypes', 'nice', 'lady']",1
"['lunch', 'time']",1
"['im', 'going', 'school', 'today']",1
"['radioedit', 'little', 'worried', 'ï', '½', 'us', 'told', 'ï', '½', 'ï', '½', 'really', 'started', 'worry']",1
"['kept', 'awake', 'asking', 'tantalizing', 'questions', 'corporate', 'presenter', 'loves']",1
['shaunjumpnow'],1
"['rhidxel', 'thank', 'you', 'twittypop']",1
"['selenagomez', 'times', 'xd', 'sorry', 'u', 'think', 'im', 'crazy', 'im', 'not', 'im', 'ur', 'biggest', 'fan']",1
"['strong', 'winds', 'lightning', 'smashing', 'doors', 'heavy', 'rains', 'way', 'sure', 'cochin', 'outside', 'better', 'hurry', 'up']",1
"['back', 'work', 'hopefully', 'get', 'chunk', 'assignment', 'done', 'followers', 'til', 'thanks', 'tweet', 'soon']",1
"['looking', 'forward', 'weekend', 'time', 'spoilt', 'affection', 'xx']",1
"['housework', 'day', 'todayyippee', 'wonder', 'martha', 'stewart', 'still', 'housework', 'housework', 'day', 'count', 'out', 'kim']",1
"['richard', 'yep', 'here']",1
"['lise', 'alot', 'fuun', 'join', 'hehe']",1
"['joycloete', 'lol', 'thank', 'goodness', 'wasnt']",1
"['fun', 'working', 'side', 'side', 'way', 'enjoyed', 'drama', 'last', 'night', 'college']",1
"['looking', 'good', 'recipe', 'tiramisu', 'one', 'tell', 'plz', 'hosting', 'big', 'dinner', 'tonight']",1
"['know', 'know', 'slacking', 'twitter', 'updates', 'hard', 'pimp', 'lmao', 'getting', 'tot', 'ready', 'daycare']",1
"['randallfriesen', 'stop', 'reading', 'god', 'tells', 'go']",1
"['nice', 'tweet', 'bergen', 'norway', 'kuwait', 'city', 'florence', 'italy', 'buenos', 'aires', 'argentina', 'tokyo', 'like', 'quottwitter', 'colours', 'benettonquot']",1
"['seems', 'visitors', 'world', 'viewing', 'blog', 'though', 'frequently', 'thats', 'good', 'sign', 'thanks', 'visiting']",1
"['ext', 'js', 'today']",1
"['mo', 'genius', 'counting', 'usually', 'skipping']",1
"['right', 'eaten', 'toast', 'jam', 'ages', 'hmm', 'think', 'lets', 'watch', 'rest', 'harry', 'potter']",1
"['trying', 'think', 'names', 'kitties', 'without', 'names', 'one', 'carmello', 'thank', 'dest']",1
"['looking', 'forward', 'days', 'easter']",1
"['eating', 'bagel', 'w', 'cream', 'cheese', 'watching', 'music', 'videos', 'oh', 'yeah', 'missin', 'wittle', 'cuppycake']",1
"['httpbitlyaqoz', 'looking', 'get', 'house', 'without', 'spending', 'money', 'remembered']",1
"['ahissrich', 'im', 'could', 'use', 'break', 'see', 'pm', 'breadline']",1
"['cyndyallen', 'sister', 'needs', 'know', 'bring', 'easter', 'say', 'make', 'cook', 'lol']",1
"['engines', 'go', 'd', 'interesting', 'see', 'uschoolme', 'goes', 'remember', 'started']",1
"['fresh', 'editing', 'room', 'httptinyurlcomcytss', 'im', 'tired', 'long', 'day', 'gotta', 'finish', 'editing', 'videos']",1
"['sorry', 'posted', 'many', 'wonderful', 'giveaways', 'yesterday', 'httptinyurlcomchxjl', 'please', 'take', 'minutes', 'enter', 'lots', 'gift', 'cards']",1
"['trying', 'gwibber', 'till', 'impressed', 'one', 'use', 'adobe', 'air', 'true', 'linux', 'rather', 'gnome', 'product', 'gwibber']",1
"['jbrinkman', 'love', 'hear', 'coach', 'say', 'came', 'back', 'sidelines']",1
"['bcclist', 'thats', 'probably', 'best', 'question', 'last', 'night', 'time', 'outs', 'use', 'them', 'time', 'im', 'complaining']",1
"['bruitist', 'already', 'twhirl', 'one', 'thanking', 'sir']",1
"['wants', 'passion', 'tea', 'lemonade', 'extra', 'lemonade']",1
"['michaelgrainger', 'im', 'well', 'still', 'making', 'ready', 'race', 'day']",1
"['handmade', 'goodness', 'moment', 'xxx']",1
"['martagf', 'well', 'release', 'thu', 'finite', 'scope', 'effort', 'best', 'put', 'despite', 'jerk']",1
"['bei', 'ikea', 'ludwigsburg', 'httptwitpiccomybei']",1
"['charleygirl', 'tweet', 'deck', 'stalking', 'everyone', 'ask', 'toooh', 'mikerutt', 'must', 'follow', 'rutter']",1
"['lorissl', 'dogs', 'put', 'planet', 'protect', 'us', 'invading', 'alien', 'force', 'cats']",1
"['mczoe', 'fab', 'time', 'geordie', 'land', 'mi', 'dear', 'get', 'much', 'mischief', 'xx']",1
"['andreapetrou', 'think', 'simon', 'without', 'cigarette', 'three', 'weeks', 'now', 'need', 'encouragement', 'talk']",1
"['ice', 'cream', 'time', 'love', 'spring']",1
"['eoghanquigg', 'good', 'luck', 'new', 'album', 'x']",1
"['soulsongever', 'let', 'know', 'works']",1
"['scawood', 'telling', 'convo', 'went', 'amp', 'said', 'wait', 'po', 'worker', 'male', 'quotyepquot', 'enough', 'said', 'heck', 'im', 'using', 'em', 'funny', 'story']",1
"['rails', 'handy']",1
"['westminster', 'think', 'passed', 'regents', 'park']",1
"['joannyyx', 'coz', 'idk', 'made', 'better', 'naw', 'not', 'hes', 'lame', 'haha']",1
"['paulamackay', 'lol', 'im', 'glad', 'see', 'everyones', 'avatars', 'reappearing']",1
"['caitlinaudrey', 'aw', 'sounds', 'cute']",1
"['imasadgiraffe', 'brownies', 'good', 'time', 'day']",1
"['amin', 'comfort', 'bedstudio', 'greatmrclausamp', 'bobbie', 'getha', 'bananasgoodnow', 'sleepatleast', 'try', 'lovelivelife']",1
"['ddlovato', 'love', 'ur', 'pic', 'nice', 'glasses']",1
"['dads', 'gps', 'died', 'trying', 'decide', 'new', 'model', 'would', 'like', 'best', 'tough', 'decision', 'even', 'me']",1
"['bradhfh', 'lt', 'add', 'brad', 'likes', 'little', 'mermaide']",1
"['jomu', 'make', 'line', 'exciting', 'really', 'going', 'open', 'doors', 'us', 'company']",1
"['jenncastle', 'lol', 'people', 'outdated']",1
"['kidrobot', 'kidding', 'beads', 'girlfriend', 'loves', 'em', 'feels', 'embarrassed', 'getting']",1
"['diablopooch', 'happy', 'birthday', 'for', 'monday', 'thanks', 'cakes', 'office', 'nom', 'nom', 'nom']",1
"['jackmcintyre', 'welcome', 'ive', 'also', 'blogged', 'tracked', 'tweets']",1
"['pinkpebs', 'haha', 'know', 'twitter', 'tweet', 'streams', 'cack', 'thats', 'need', 'quotdeletequot', 'functionality', 'tweet', 'think']",1
"['pams', 'httptwitpiccomwqzp', 'maybe', 'looks', 'communist']",1
"['appointment', 'this', 'head', 'tottenham', 'court', 'road', 'date']",1
"['ctmini', 'thing', 'phillies', 'phans']",1
"['eranium', 'really', 'geeks']",1
"['love', 'lil', 'said', 'genius', 'found', 'teddy', 'aawww']",1
"['phillipgibb', 'yup', 'get', 'system', 'haha']",1
"['vmdoug', 'room', 'near', 'maastricht', 'hrs', 'drive', 'paris']",1
"['cage', 'music', 'quiz', 'tonite', 'may', 'chance', 'bringing', 'along', 'dj']",1
"['staxx', 'congratulations', 'ive', 'following', 'movieit', 'looks', 'like', 'good', 'productioni', 'look', 'forward', 'seeing', 'good', 'luck']",1
"['jaqen', 'lol', 'pain', 'good', 'means', 'theyre', 'fixing', 'up', 'creaky', 'boneslol']",1
"['back', 'work', 'today']",1
"['rhemsworth', 'might', 'work', 'permitting', 'let', 'know']",1
"['johnlfrancis', 'ever', 'need', 'fellow', 'elder', 'sunday', 'school', 'education', 'youth', 'guy', 'would', 'man', 'cant', 'sing', 'worth', 'lick']",1
"['ampuria', 'im', 'bayerischen', 'wald']",1
"['feblub', 'gonna', 'go', 'alone', 'done', 'years', 'blame', 'coldplay', 'oasis', 'guess', 'were', 'ones']",1
"['go', 'work', 'today', 'anyone', 'write', 'note']",1
"['patrickaltoft', 'thanks', 'recommendation', 'patrick']",1
"['good', 'morning', 'sunshine']",1
"['lovely', 'sister', 'visiting', 'ft', 'quot', 'nephew', 'yrs', 'growing', 'like', 'wild', 'flower']",1
"['sumares', 'cats', 'that']",1
"['philstratton', 'free', 'francesca', 'fantastic', 'family', 'fun', 'food', 'fellowship', 'say', 'free']",1
"['erichanko', 'hah', 'thanks', 'that', 'really', 'meant', 'whennnn', 'school', 'over', 'may', 'th', 'fun', 'begins']",1
"['checking', 'myspace', 'looking', 'bands', 'different', 'states', 'add', 'friends', 'myspace', 'love', 'music']",1
"['mcprince', 'good', 'luck', 'goin', 'great']",1
"['quite', 'likes', 'eminems', 'new', 'song', 'make', 'take', 'listens', 'tho', 'still', 'blaring', 'quotnumber', 'onequot', 'car', 'tho']",1
"['looking', 'forward', 'atampt', 'uverse', 'arriving', 'today']",1
"['lorissl', 'seen', 'way', 'cats', 'look', 'you', 'ar', 'planning', 'taking', 'world', 'cunning', 'plan', 'thwarted', 'dogs']",1
"['justinzero', 'happy', 'birthday', 'hombre', 'celebrated', 'mine', 'athf']",1
"['rhapsodycoach', 'indeed', 'takes', 'mind', 'exercising', 'guess', 'could', 'good', 'bad', 'fwiw', 'im', 'enjoying', 'them']",1
"['fatdaddysweets', 'too', 'anniversary', 'tomorrow', 'yrs', 'would', 'really', 'cool', 'went', 'tomorrow']",1
"['tarabrock', 'womens', 'prayer', 'amtomorrow', 'mens']",1
"['lottiotta', 'suspect', 'twitter', 'pics', 'might', 'due', 'website', 'designer', 'mayhap']",1
"['loves', 'listening', 'moon', 'river', 'louis', 'armstrong', 'going', 'bed']",1
"['danpbaldwin', 'get', 'well', 'mr', 'ace', 'producerdirector', 'could', 'send', 'juice', 'way', 'tomorrow', 'night', 'pm', 'itv', 'please']",1
"['samlaing', 'ummmhow', 'quothello', 'worldquotkeep', 'roots']",1
"['gazman', 'course', 'fun']",1
"['new', 'design', 'added', 'gallery', 'httpwwwbestcssvaultcomcsspatio', 'keep', 'submitting']",1
"['thomasjkeeley', 'dayton', 'ohio', 'tea', 'party', 'held', 'courthouse', 'square', 'downtown', 'dayton']",1
"['cbackas', 'welcome', 'club']",1
